t;teta(t);wr(t);erreur;pwm
32950096;190.41;-215.39;-10.41;255.00
33000096;179.64;-585.87;0.36;255.00
33050096;150.34;758.18;29.66;255.00
33100096;188.25;-301.55;-8.25;255.00
33150096;173.18;232.62;6.82;255.00
33200096;184.81;-180.93;-4.81;255.00
33250096;175.76;206.78;4.24;255.00
33300096;186.10;-180.93;-6.10;255.00
33350096;177.05;-189.55;2.95;255.00
33400096;167.58;542.79;12.42;255.00
33450096;194.72;-232.62;-14.72;255.00
33500096;183.08;-206.78;-3.08;255.00
33550096;172.75;585.87;7.25;255.00
33600096;202.04;-249.86;-22.04;255.00
33650096;189.55;-198.16;-9.55;255.00
33700096;179.64;-585.87;0.36;255.00
33750096;150.34;740.95;29.66;255.00
33800096;187.39;-301.55;-7.39;255.00
33850096;172.31;224.01;7.69;255.00
33900096;183.51;-189.55;-3.51;255.00
33950096;174.04;189.55;5.96;255.00
34000096;183.51;-189.55;-3.51;255.00
34050096;174.04;206.78;5.96;255.00
34100096;184.38;-189.55;-4.38;255.00
34150096;174.90;198.16;5.10;255.00
34200096;184.81;-189.55;-4.81;255.00
34250096;175.33;206.78;4.67;255.00
34300096;185.67;-189.55;-5.67;255.00
34350096;176.19;189.55;3.81;255.00
34400096;185.67;-284.32;-5.67;255.00
34450096;171.45;180.93;8.55;255.00
34500096;180.50;-301.55;-0.50;255.00
34550096;165.42;189.55;14.58;255.00
34600096;174.90;206.78;5.10;255.00
34650096;185.24;-542.79;-5.24;255.00
34700096;158.10;249.86;21.90;255.00
34750096;170.59;215.39;9.41;255.00
34800096;181.36;-585.87;-1.36;255.00
34850096;152.07;249.86;27.93;255.00
34900096;164.56;206.78;15.44;255.00
34950096;174.90;577.25;5.10;255.00
35000096;203.76;-749.57;-23.76;255.00
35050096;166.28;292.93;13.72;255.00
35100096;180.93;-215.39;-0.93;255.00
35150096;170.16;189.55;9.84;255.00
35200096;179.64;180.93;0.36;255.00
35250096;188.68;-542.79;-8.68;255.00
35300096;161.54;249.86;18.46;255.00
35350096;174.04;198.16;5.96;255.00
35400096;183.95;-577.25;-3.95;255.00
35450096;155.08;249.86;24.92;255.00
35500096;167.58;198.16;12.42;255.00
35550096;177.48;568.64;2.52;255.00
35600096;205.92;-740.95;-25.92;255.00
35650096;168.87;292.93;11.13;255.00
35700096;183.51;-215.39;-3.51;255.00
35750096;172.75;189.55;7.25;255.00
35800096;182.22;-198.16;-2.22;255.00
35850096;172.31;189.55;7.69;255.00
35900096;181.79;-198.16;-1.79;127.54
35950096;171.88;215.39;8.12;255.00
36000096;182.65;-361.86;-2.65;255.00
36050096;164.56;206.78;15.44;255.00
36100096;174.90;189.55;5.10;255.00
36150096;184.38;-560.02;-4.38;255.00
36200096;156.38;241.24;23.62;255.00
36250096;168.44;198.16;11.56;255.00
36300096;178.35;577.25;1.65;255.00
36350096;207.21;-749.57;-27.21;255.00
36400096;169.73;292.93;10.27;255.00
36450096;184.38;-206.78;-4.38;255.00
36500096;174.04;206.78;5.96;255.00
36550096;184.38;-180.93;-4.38;255.00
36600096;175.33;189.55;4.67;255.00
36650096;184.81;-189.55;-4.81;255.00
36700096;175.33;180.93;4.67;255.00
36750096;184.38;-206.78;-4.38;255.00
36800096;174.04;180.93;5.96;255.00
36850096;183.08;198.16;-3.08;255.00
36900096;192.99;-551.40;-12.99;255.00
36950096;165.42;249.86;14.58;255.00
37000096;177.91;206.78;2.09;255.00
37050096;188.25;-585.87;-8.25;255.00
37100096;158.96;249.86;21.04;255.00
37150096;171.45;198.16;8.55;255.00
37200096;181.36;568.64;-1.36;255.00
37250096;209.79;-740.95;-29.79;255.00
37300096;172.75;292.93;7.25;255.00
37350096;187.39;-241.24;-7.39;255.00
37400096;175.33;198.16;4.67;255.00
37450096;185.24;-172.31;-5.24;255.00
37500096;176.62;189.55;3.38;255.00
37550096;186.10;-189.55;-6.10;255.00
37600096;176.62;189.55;3.38;255.00
37650096;186.10;-189.55;-6.10;255.00
37700096;176.62;198.16;3.38;255.00
37750100;186.53;-189.55;-6.53;255.00
37800100;177.05;206.78;2.95;255.00
37850100;187.39;-198.16;-7.39;255.00
37900100;177.48;206.78;2.52;255.00
37950100;187.82;-189.55;-7.82;255.00
38000100;178.35;198.16;1.65;255.00
38050100;188.25;-198.16;-8.25;255.00
38100100;178.35;198.16;1.65;255.00
38150100;188.25;-198.16;-8.25;255.00
38200100;178.35;206.78;1.65;255.00
38250100;188.68;-189.55;-8.68;255.00
38300100;179.21;198.16;0.79;255.00
38350100;189.12;-198.16;-9.12;255.00
38400100;179.21;198.16;0.79;255.00
38450100;189.12;-189.55;-9.12;255.00
38500100;179.64;206.78;0.36;255.00
38550100;189.98;-198.16;-9.98;255.00
38600104;180.07;198.16;-0.07;255.00
38650104;189.98;-198.16;-9.98;255.00
38700104;180.07;206.78;-0.07;255.00
38750104;190.41;-180.93;-10.41;255.00
38800104;181.36;-198.16;-1.36;255.00
38850104;171.45;551.40;8.55;255.00
38900104;199.02;-258.47;-19.02;255.00
38950104;186.10;-206.78;-6.10;255.00
39000104;175.76;585.87;4.24;255.00
39050104;205.05;-249.86;-25.05;255.00
39100104;192.56;-206.78;-12.56;255.00
39150104;182.22;-594.48;-2.22;255.00
39200104;152.50;758.18;27.50;255.00
39250104;190.41;-310.17;-10.41;255.00
39300112;174.90;215.39;5.10;255.00
39350112;185.67;-189.55;-5.67;255.00
39400112;176.19;198.16;3.81;255.00
39450112;186.10;-155.08;-6.10;255.00
39500112;178.35;189.55;1.65;255.00
39550112;187.82;-163.70;-7.82;255.00
39600112;179.64;-180.93;0.36;255.00
39650112;170.59;560.02;9.41;255.00
39700112;198.59;-258.47;-18.59;255.00
39750112;185.67;-198.16;-5.67;255.00
39800112;175.76;577.25;4.24;255.00
39850112;204.62;-249.86;-24.62;255.00
39900112;192.13;-198.16;-12.13;255.00
39950112;182.22;-534.17;-2.22;255.00
40000112;155.51;689.26;24.49;255.00
40050112;189.98;-275.70;-9.98;255.00
40100112;176.19;215.39;3.81;255.00
40150112;186.96;-189.55;-6.96;255.00
40200112;177.48;-163.70;2.52;255.00
40250112;169.30;482.48;10.70;255.00
40300112;193.42;-206.78;-13.42;255.00
40350112;183.08;-180.93;-3.08;255.00
40400112;174.04;534.17;5.96;255.00
40450112;200.75;-232.62;-20.75;255.00
40500112;189.12;-206.78;-9.12;255.00
40550112;178.78;-577.25;1.22;255.00
40600112;149.91;749.57;30.09;255.00
40650112;187.39;-318.78;-7.39;255.00
40700112;171.45;241.24;8.55;255.00
40750112;183.51;-172.31;-3.51;255.00
40800112;174.90;180.93;5.10;255.00
40850112;183.95;-146.47;-3.95;255.00
40900112;176.62;180.93;3.38;255.00
40950112;185.67;-189.55;-5.67;255.00
41000112;176.19;198.16;3.81;255.00
41050120;186.10;-189.55;-6.10;255.00
41100120;176.62;198.16;3.38;255.00
41150120;186.53;-163.70;-6.53;255.00
41200120;178.35;-198.16;1.65;255.00
41250120;168.44;560.02;11.56;255.00
41300120;196.44;-249.86;-16.44;255.00
41350120;183.95;-215.39;-3.95;255.00
41400120;173.18;568.64;6.82;255.00
41450120;201.61;-249.86;-21.61;255.00
41500120;189.12;-224.01;-9.12;255.00
41550120;177.91;-551.40;2.09;255.00
41600120;150.34;706.49;29.66;255.00
41650120;185.67;-301.55;-5.67;255.00
41700120;170.59;215.39;9.41;255.00
41750120;181.36;-180.93;-1.36;255.00
41800120;172.31;198.16;7.69;255.00
41850120;182.22;-189.55;-2.22;255.00
41900120;172.75;180.93;7.25;255.00
41950120;181.79;-189.55;-1.79;255.00
42000120;172.31;198.16;7.69;255.00
42050120;182.22;-163.70;-2.22;255.00
42100120;174.04;189.55;5.96;255.00
42150120;183.51;-172.31;-3.51;255.00
42200120;174.90;189.55;5.10;255.00
42250120;184.38;-198.16;-4.38;255.00
42300120;174.47;224.01;5.53;255.00
42350120;185.67;-180.93;-5.67;255.00
42400120;176.62;198.16;3.38;255.00
42450120;186.53;-180.93;-6.53;255.00
42500120;177.48;-189.55;2.52;255.00
42550120;168.01;542.79;11.99;255.00
42600120;195.15;-232.62;-15.15;255.00
42650120;183.51;-198.16;-3.51;255.00
42700120;173.61;585.87;6.39;255.00
42750120;202.90;-249.86;-22.90;255.00
42800120;190.41;-198.16;-10.41;255.00
42850120;180.50;-577.25;-0.50;255.00
42900120;151.64;740.95;28.36;255.00
42950120;188.68;-292.93;-8.68;255.00
43000120;174.04;224.01;5.96;255.00
43050120;185.24;-180.93;-5.24;255.00
43100120;176.19;189.55;3.81;255.00
43150120;185.67;-180.93;-5.67;255.00
43200120;176.62;172.31;3.38;255.00
43250120;185.24;-189.55;-5.24;255.00
43300120;175.76;189.55;4.24;255.00
43350120;185.24;-180.93;-5.24;255.00
43400124;176.19;198.16;3.81;255.00
43450124;186.10;-180.93;-6.10;255.00
43500124;177.05;-172.31;2.95;255.00
43550124;168.44;551.40;11.56;255.00
43600124;196.01;-232.62;-16.01;255.00
43650124;184.38;-198.16;-4.38;255.00
43700124;174.47;568.64;5.53;255.00
43750124;202.90;-241.24;-22.90;255.00
