t;teta(t);wr(t);erreur;pwm
32900104;187.39;-241.24;-7.39;255.00
32950104;175.33;146.47;4.67;255.00
33000104;182.65;-129.24;-2.65;255.00
33050104;176.19;120.62;3.81;255.00
33100104;182.22;-103.39;-2.22;255.00
33150104;177.05;34.46;2.95;255.00
33200104;178.78;112.00;1.22;255.00
33250104;184.38;-224.01;-4.38;255.00
33300104;173.18;120.62;6.82;255.00
33350104;179.21;43.08;0.79;255.00
33400104;181.36;198.16;-1.36;255.00
33450104;191.27;-215.39;-11.27;255.00
33500104;180.50;129.24;-0.50;255.00
33550104;186.96;-103.39;-6.96;255.00
33600104;181.79;-60.31;-1.79;255.00
33650104;178.78;180.93;1.22;255.00
33700104;187.82;-155.08;-7.82;255.00
33750104;180.07;120.62;-0.07;255.00
33800104;186.10;-51.69;-6.10;255.00
33850104;183.51;-129.24;-3.51;255.00
33900104;177.05;241.24;2.95;255.00
33950104;189.11;-163.70;-9.11;255.00
34000104;180.93;-129.24;-0.93;255.00
34050104;174.47;241.24;5.53;255.00
34100104;186.53;-137.85;-6.53;255.00
34150104;179.64;120.62;0.36;255.00
34200104;185.67;-43.08;-5.67;255.00
34250104;183.51;-120.62;-3.51;255.00
34300104;177.48;241.24;2.52;255.00
34350104;189.55;-129.24;-9.55;255.00
34400104;183.08;-120.62;-3.08;255.00
34450104;177.05;241.24;2.95;255.00
34500104;189.11;-103.39;-9.11;255.00
34550104;183.95;-120.62;-3.95;255.00
34600104;177.91;241.24;2.09;255.00
34650104;189.98;-146.47;-9.98;255.00
34700104;182.65;-103.39;-2.65;255.00
34750104;177.48;292.93;2.52;255.00
34800104;192.13;-25.85;-12.13;255.00
34850104;190.84;-120.62;-10.84;255.00
34900104;184.81;-241.24;-4.81;255.00
34950104;172.74;292.93;7.26;255.00
35000104;187.39;-34.46;-7.39;255.00
35050104;185.67;-120.62;-5.67;255.00
35100104;179.64;-267.09;0.36;255.00
35150104;166.28;310.17;13.72;255.00
35200104;181.79;-120.62;-1.79;255.00
35250104;175.76;120.62;4.24;255.00
35300104;181.79;-17.23;-1.79;255.00
35350104;180.93;-129.24;-0.93;255.00
35400104;174.47;241.24;5.53;255.00
35450104;186.53;-129.24;-6.53;255.00
35500104;180.07;-86.16;-0.07;255.00
35550104;175.76;284.32;4.24;255.00
35600104;189.98;-43.08;-9.98;255.00
35650104;187.82;-120.62;-7.82;255.00
35700104;181.79;-275.70;-1.79;255.00
35750104;168.01;241.24;11.99;255.00
35800104;180.07;-103.39;-0.07;255.00
35850104;174.90;120.62;5.10;255.00
35900104;180.93;-43.08;-0.93;255.00
35950104;178.78;-86.16;1.22;255.00
36000104;174.47;258.47;5.53;255.00
36050104;187.39;-120.62;-7.39;255.00
36100104;181.36;-120.62;-1.36;255.00
36150104;175.33;241.24;4.67;255.00
36200104;187.39;-137.85;-7.39;255.00
36250104;180.50;-120.62;-0.50;255.00
36300104;174.47;258.47;5.53;255.00
36350104;187.39;-103.39;-7.39;255.00
36400104;182.22;-120.62;-2.22;255.00
36450104;176.19;292.93;3.81;255.00
36500104;190.84;-103.39;-10.84;255.00
36550104;185.67;-120.62;-5.67;255.00
36600104;179.64;-275.70;0.36;255.00
36650104;165.85;310.17;14.15;255.00
36700104;181.36;-120.62;-1.36;255.00
36750108;175.33;112.00;4.67;255.00
36800108;180.93;-60.31;-0.93;255.00
36850108;177.91;120.62;2.09;255.00
36900108;183.95;-43.08;-3.95;255.00
36950108;181.79;-103.39;-1.79;255.00
37000108;176.62;267.09;3.38;255.00
37050108;189.98;-34.46;-9.98;255.00
37100108;188.25;-77.54;-8.25;255.00
37150108;184.38;-241.24;-4.38;255.00
37200108;172.31;267.09;7.69;255.00
37250108;185.67;-129.24;-5.67;255.00
37300108;179.21;-129.24;0.79;255.00
37350108;172.74;275.70;7.26;255.00
37400108;186.53;-77.54;-6.53;255.00
37450108;182.65;-129.24;-2.65;255.00
37500108;176.19;292.93;3.81;255.00
37550108;190.84;-94.77;-10.84;255.00
37600108;186.10;-120.62;-6.10;255.00
37650108;180.07;-241.24;-0.07;255.00
37700108;168.01;318.78;11.99;255.00
37750108;183.95;-51.69;-3.95;255.00
37800108;181.36;-120.62;-1.36;255.00
37850108;175.33;301.55;4.67;255.00
37900108;190.41;-43.08;-10.41;255.00
37950108;188.25;-120.62;-8.25;255.00
38000108;182.22;-241.24;-2.22;255.00
38050108;170.16;336.01;9.84;255.00
38100108;186.96;-120.62;-6.96;255.00
38150108;180.93;-112.00;-0.93;255.00
38200108;175.33;318.78;4.67;255.00
38250108;191.27;-86.16;-11.27;255.00
38300108;186.96;-120.62;-6.96;255.00
38350108;180.93;-249.86;-0.93;255.00
38400108;168.44;327.40;11.56;255.00
38450108;184.81;-94.77;-4.81;255.00
38500108;180.07;-129.24;-0.07;255.00
38550108;173.61;327.40;6.39;255.00
38600108;189.98;-94.77;-9.98;255.00
38650108;185.24;-137.85;-5.24;255.00
38700108;178.35;-310.17;1.65;255.00
38750108;162.84;275.70;17.16;255.00
38800108;176.62;-103.39;3.38;137.36
38850108;171.45;68.93;8.55;255.00
38900108;174.90;103.39;5.10;255.00
38950108;180.07;-180.93;-0.07;255.00
39000108;171.02;163.70;8.98;255.00
39050108;179.21;-43.08;0.79;255.00
39100108;177.05;129.24;2.95;255.00
39150108;183.51;-51.69;-3.51;255.00
39200108;180.93;-103.39;-0.93;255.00
39250108;175.76;232.62;4.24;255.00
39300112;187.39;-137.85;-7.39;255.00
39350112;180.50;-137.85;-0.50;255.00
39400112;173.61;241.24;6.39;255.00
39450112;185.67;-155.08;-5.67;255.00
39500112;177.91;-120.62;2.09;255.00
39550112;171.88;241.24;8.12;255.00
39600112;183.95;-60.31;-3.95;255.00
39650112;180.93;-103.39;-0.93;255.00
39700112;175.76;249.86;4.24;255.00
39750112;188.25;-112.00;-8.25;255.00
39800112;182.65;-120.62;-2.65;255.00
39850112;176.62;241.24;3.38;255.00
39900112;188.68;-129.24;-8.68;255.00
39950112;182.22;-103.39;-2.22;255.00
40000112;177.05;292.93;2.95;129.75
40050112;191.70;-112.00;-11.70;255.00
40100112;186.10;-224.01;-6.10;255.00
40150112;174.90;249.86;5.10;255.00
40200112;187.39;-103.39;-7.39;255.00
40250112;182.22;-146.47;-2.22;255.00
40300112;174.90;258.47;5.10;255.00
40350112;187.82;-120.62;-7.82;255.00
40400112;181.79;-120.62;-1.79;255.00
40450112;175.76;275.70;4.24;255.00
40500112;189.55;-137.85;-9.55;255.00
40550112;182.65;-129.24;-2.65;255.00
40600112;176.19;-301.55;3.81;255.00
40650112;161.11;275.70;18.89;255.00
40700112;174.90;129.24;5.10;255.00
40750112;181.36;-180.93;-1.36;255.00
40800112;172.31;137.85;7.69;255.00
40850112;179.21;-25.85;0.79;255.00
40900112;177.91;-86.16;2.09;255.00
40950112;173.61;249.86;6.39;255.00
41000112;186.10;-94.77;-6.10;255.00
41050120;181.36;-112.00;-1.36;255.00
41100120;175.76;249.86;4.24;255.00
41150120;188.25;-112.00;-8.25;255.00
41200120;182.65;-103.39;-2.65;255.00
41250120;177.48;-275.70;2.52;255.00
41300120;163.70;284.32;16.30;255.00
41350120;177.91;-120.62;2.09;255.00
41400120;171.88;120.62;8.12;255.00
41450120;177.91;68.93;2.09;255.00
41500120;181.36;-189.55;-1.36;255.00
41550120;171.88;68.93;8.12;255.00
41600120;175.33;137.85;4.67;255.00
41650120;182.22;-180.93;-2.22;255.00
41700120;173.18;103.39;6.82;255.00
41750120;178.35;129.24;1.65;255.00
41800120;184.81;-224.01;-4.81;255.00
41850120;173.61;94.77;6.39;255.00
41900120;178.35;86.16;1.65;255.00
41950120;182.65;-241.24;-2.65;255.00
42000120;170.59;34.46;9.41;255.00
42050120;172.31;94.77;7.69;255.00
42100124;177.05;224.01;2.95;255.00
42150124;188.25;-258.47;-8.25;255.00
42200124;175.33;77.54;4.67;255.00
42250124;179.21;112.00;0.79;255.00
42300124;184.81;-267.09;-4.81;255.00
42350124;171.45;60.31;8.55;255.00
42400124;174.47;112.00;5.53;255.00
42450124;180.07;-232.62;-0.07;255.00
42500124;168.44;146.47;11.56;255.00
42550124;175.76;112.00;4.24;255.00
42600124;181.36;-224.01;-1.36;255.00
42650124;170.16;77.54;9.84;255.00
42700124;174.04;68.93;5.96;255.00
42750124;177.48;258.47;2.52;255.00
42800124;190.41;-241.24;-10.41;255.00
42850124;178.35;137.85;1.65;255.00
42900124;185.24;-120.62;-5.24;255.00
42950124;179.21;129.24;0.79;255.00
43000124;185.67;-120.62;-5.67;255.00
43050124;179.64;86.16;0.36;255.00
43100124;183.95;-68.93;-3.95;255.00
43150124;180.50;-155.08;-0.50;255.00
43200124;172.74;206.78;7.26;255.00
43250124;183.08;-51.69;-3.08;255.00
43300124;180.50;-103.39;-0.50;255.00
43350124;175.33;241.24;4.67;255.00
43400124;187.39;-146.47;-7.39;255.00
43450124;180.07;103.39;-0.07;255.00
43500124;185.24;-51.69;-5.24;255.00
43550124;182.65;-129.24;-2.65;255.00
43600124;176.19;241.24;3.81;255.00
43650124;188.25;-155.08;-8.25;255.00
43700124;180.50;-120.62;-0.50;255.00
43750124;174.47;241.24;5.53;255.00
43800124;186.53;-120.62;-6.53;255.00
43850124;180.50;-120.62;-0.50;255.00
43900124;174.47;241.24;5.53;255.00
43950124;186.53;-146.47;-6.53;255.00
44000124;179.21;112.00;0.79;255.00
44050124;184.81;-129.24;-4.81;255.00
44100124;178.35;112.00;1.65;255.00
44150124;183.95;-112.00;-3.95;255.00
44200124;178.35;94.77;1.65;255.00
44250124;183.08;-94.77;-3.08;255.00
44300124;178.35;137.85;1.65;255.00
44350124;185.24;-60.31;-5.24;255.00
44400124;182.22;-146.47;-2.22;255.00
44450124;174.90;224.01;5.10;255.00
44500124;186.10;-25.85;-6.10;255.00
44550124;184.81;-77.54;-4.81;255.00
44600124;180.93;-232.62;-0.93;255.00
44650124;169.30;301.55;10.70;255.00
44700124;184.38;-60.31;-4.38;255.00
44750124;181.36;-120.62;-1.36;255.00
44800124;175.33;284.32;4.67;255.00
44850124;189.55;-60.31;-9.55;255.00
44900124;186.53;-120.62;-6.53;255.00
44950124;180.50;-258.47;-0.50;255.00
45000124;167.58;318.78;12.42;255.00
45050124;183.51;-60.31;-3.51;255.00
45100124;180.50;-120.62;-0.50;255.00
45150124;174.47;292.93;5.53;255.00
45200124;189.11;-43.08;-9.11;255.00
45250124;186.96;-120.62;-6.96;255.00
45300124;180.93;-275.70;-0.93;255.00
45350124;167.14;310.17;12.86;255.00
45400124;182.65;-155.08;-2.65;255.00
45450124;174.90;137.85;5.10;255.00
45500124;181.79;-77.54;-1.79;255.00
45550124;177.91;112.00;2.09;255.00
45600124;183.51;-60.31;-3.51;255.00
45650124;180.50;-94.77;-0.50;255.00
45700124;175.76;275.70;4.24;255.00
45750124;189.55;-34.46;-9.55;255.00
45800124;187.82;-77.54;-7.82;255.00
45850124;183.95;-232.62;-3.95;255.00
45900124;172.31;275.70;7.69;255.00
45950124;186.10;-34.46;-6.10;255.00
46000124;184.38;-129.24;-4.38;255.00
46050124;177.91;241.24;2.09;255.00
46100124;189.98;-120.62;-9.98;255.00
46150124;183.95;-137.85;-3.95;255.00
46200124;177.05;275.70;2.95;255.00
46250124;190.84;-137.85;-10.84;255.00
46300124;183.95;-137.85;-3.95;255.00
46350124;177.05;275.70;2.95;255.00
46400124;190.84;-94.77;-10.84;255.00
46450124;186.10;-112.00;-6.10;255.00
46500124;180.50;-284.32;-0.50;255.00
46550124;166.28;258.47;13.72;255.00
